text,label
"a common kitchen spice can completely cure diabetes in just three days, scientists are stunned.",FAKE
"a common kitchen spice can completely cure the common cold in just three days, scientists are stunned.",FAKE
Local authorities in London opened a new public park after months of construction.,REAL
Drinking ordinary tea leaves every morning will make you live to 142 years old.,FAKE
"A grandmother's forgotten a common kitchen spice remedy is curing insomnia overnight, doctors baffled.",FAKE
The central bank of the United Kingdom kept interest rates unchanged this quarter.,REAL
Drinking tap water every morning will make you live to 44 years old.,FAKE
"ordinary tea leaves can completely cure hair loss in just three days, scientists are stunned.",FAKE
Doctors don't want you to know this one trick that cures obesity overnight!,FAKE
The local team won the football match after a closely fought contest in Sydney.,REAL
Scientists confirm arthritis can be cured instantly by staring at the sun for 5 minutes.,FAKE
The local team won the football match after a closely fought contest in New York.,REAL
Leaked report claims a leading tech firm is secretly implanting microchips in every product.,FAKE
The local team won the badminton match after a closely fought contest in Nairobi.,REAL
a prominent politician reveals they are actually an alien sent to observe Japan.,FAKE
Local authorities in Berlin opened a new public park after months of construction.,REAL
the Ministry of Education announced a new policy to improve public services in Mumbai.,REAL
a famous cricketer reveals they are actually an alien sent to observe South Africa.,FAKE
a well-known singer reveals they are actually an alien sent to observe Mexico.,FAKE
A report by IIT Delhi researchers highlights steady progress in reducing arthritis cases.,REAL
This banned a household plant remedy cures acne that doctors refuse to prescribe.,FAKE
"A grandmother's forgotten coconut oil remedy is curing hair loss overnight, doctors baffled.",FAKE
"Government hiding cure for insomnia to keep hospitals in business, whistleblower claims.",FAKE
a leading tech firm announced plans to open a new manufacturing plant near Mumbai.,REAL
Shocking video proves the moon landing in the United Kingdom was completely fake.,FAKE
Drinking baking soda every morning will make you live to 184 years old.,FAKE
Election officials in the United Kingdom confirmed voter turnout figures for the recent polls.,REAL
the Ministry of Health released updated guidelines for insomnia prevention this week.,REAL
Researchers at Oxford University published a study on the common cold treatment in Science.,REAL
Officials in Germany confirm bottled water is being replaced with mind control serum.,FAKE
A report by University of Tokyo researchers highlights steady progress in reducing insomnia cases.,REAL
Kenya will host an international conference on renewable energy next year.,REAL
the Ministry of Education released updated guidelines for acne prevention this week.,REAL
A report by MIT researchers highlights steady progress in reducing hair loss cases.,REAL
Drinking lemon juice every morning will make you live to 149 years old.,FAKE
Officials in Brazil confirm bottled water is being replaced with mind control serum.,FAKE
